taskId,sourceNodeId,destNodeId,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,sourcePod,destPod,isCrossPod,logicalRound,basePlane,actualPlane,sourcePlanePrevPhase,recvPlanePrevPhase
86,5,12,1101704,URMA_WRITE,5,0ns,86,78 56,1,3,1,2,1,2,78,56
87,5,13,1215042,URMA_WRITE,6,0ns,87,,1,3,1,0,2,3,,
88,5,14,1214425,URMA_WRITE,3,0ns,88,118,1,3,1,0,3,0,,118
89,5,15,1164221,URMA_WRITE,4,0ns,89,82,1,3,1,1,0,1,82,
90,6,0,1121007,URMA_WRITE,6,0ns,90,97 105,1,0,1,1,1,3,97,105
91,6,1,1096732,URMA_WRITE,6,0ns,91,90 166,1,0,1,2,1,3,90,166
92,6,2,1141854,URMA_WRITE,4,0ns,92,93 152,1,0,1,1,3,1,93,152
93,6,3,1162850,URMA_WRITE,4,0ns,93,108,1,0,1,0,3,1,,108
94,6,4,1244382,URMA_WRITE,7,0ns,94,,1,1,0,,,,,
95,6,5,1202918,URMA_WRITE,7,0ns,95,,1,1,0,,,,,
96,6,7,1132637,URMA_WRITE,7,0ns,96,,1,1,0,,,,,
97,6,8,1214888,URMA_WRITE,6,0ns,97,,1,2,1,0,1,3,,
98,6,9,1194991,URMA_WRITE,3,0ns,98,53,1,2,1,0,2,0,,53
99,6,10,1100667,URMA_WRITE,5,0ns,99,104 114,1,2,1,2,0,2,104,114
100,6,11,1133388,URMA_WRITE,3,0ns,100,98 40,1,2,1,1,2,0,98,40
101,6,12,1075047,URMA_WRITE,3,0ns,101,100,1,3,1,2,2,0,100,
102,6,13,1064726,URMA_WRITE,4,0ns,102,92 57,1,3,1,2,3,1,92,57
103,6,14,1234216,URMA_WRITE,5,0ns,103,,1,3,1,0,0,2,,
104,6,15,1108572,URMA_WRITE,5,0ns,104,103,1,3,1,1,0,2,103,
105,7,0,1121315,URMA_WRITE,6,0ns,105,106 135,1,0,1,1,0,3,106,135
106,7,1,1249158,URMA_WRITE,6,0ns,106,,1,0,1,0,0,3,,
107,7,2,1201196,URMA_WRITE,5,0ns,107,77,1,0,1,0,3,2,,77
108,7,3,1209907,URMA_WRITE,4,0ns,108,,1,0,1,0,2,1,,
109,7,4,1110813,URMA_WRITE,7,0ns,109,,1,1,0,,,,,
110,7,5,1080595,URMA_WRITE,7,0ns,110,,1,1,0,,,,,
111,7,6,1135363,URMA_WRITE,7,0ns,111,,1,1,0,,,,,
112,7,8,1095116,URMA_WRITE,6,0ns,112,105 97,1,2,1,2,0,3,105,97
113,7,9,1124840,URMA_WRITE,3,0ns,113,118 234,1,2,1,1,1,0,118,234
114,7,10,1168905,URMA_WRITE,5,0ns,114,107,1,2,1,1,3,2,107,
115,7,11,1055306,URMA_WRITE,5,0ns,115,114 221,1,2,1,2,3,2,114,221
116,7,12,1059798,URMA_WRITE,4,0ns,116,117 176,1,3,1,2,2,1,117,176
117,7,13,1142183,URMA_WRITE,4,0ns,117,108,1,3,1,1,2,1,108,
118,7,14,1231366,URMA_WRITE,3,0ns,118,,1,3,1,0,1,0,,
119,7,15,1070231,URMA_WRITE,3,0ns,119,113 74,1,3,1,2,1,0,113,74
120,8,0,1123466,URMA_WRITE,4,0ns,120,125,2,0,1,2,1,1,125,
121,8,1,1241219,URMA_WRITE,3,0ns,121,,2,0,1,0,0,0,,
122,8,2,1225579,URMA_WRITE,5,0ns,122,,2,0,1,0,2,2,,
123,8,3,1134329,URMA_WRITE,5,0ns,123,122 78,2,0,1,1,2,2,122,78
124,8,4,1053343,URMA_WRITE,6,0ns,124,131 18,2,1,1,2,3,3,131,18
125,8,5,1133198,URMA_WRITE,4,0ns,125,133,2,1,1,1,1,1,133,
126,8,6,1124334,URMA_WRITE,3,0ns,126,127,2,1,1,2,0,0,127,
127,8,7,1132901,URMA_WRITE,3,0ns,127,121 142,2,1,1,1,0,0,121,142
128,8,9,1088660,URMA_WRITE,7,0ns,128,,2,2,0,,,,,
129,8,10,1251800,URMA_WRITE,7,0ns,129,,2,2,0,,,,,
130,8,11,1219473,URMA_WRITE,7,0ns,130,,2,2,0,,,,,
131,8,12,1156167,URMA_WRITE,6,0ns,131,132,2,3,1,1,3,3,132,
132,8,13,1211239,URMA_WRITE,6,0ns,132,87,2,3,1,0,3,3,,87
133,8,14,1226845,URMA_WRITE,4,0ns,133,13,2,3,1,0,1,1,,13
134,8,15,1068959,URMA_WRITE,5,0ns,134,123 104,2,3,1,2,2,2,123,104
135,9,0,1125491,URMA_WRITE,6,0ns,135,138 75,2,0,1,1,2,3,138,75
136,9,1,1210510,URMA_WRITE,4,0ns,136,,2,0,1,0,0,1,,
137,9,2,1098754,URMA_WRITE,4,0ns,137,141 92,2,0,1,2,0,1,141,92
138,9,3,1165005,URMA_WRITE,6,0ns,138,,2,0,1,0,2,3,,
139,9,4,1125120,URMA_WRITE,5,0ns,139,146 48,2,1,1,1,1,2,146,48
140,9,5,1084342,URMA_WRITE,5,0ns,140,139 4,2,1,1,2,1,2,139,4
141,9,6,1114124,URMA_WRITE,4,0ns,141,136 171,2,1,1,1,0,1,136,171
142,9,7,1148619,URMA_WRITE,3,0ns,142,217,2,1,1,0,3,0,,217
143,9,8,1205550,URMA_WRITE,7,0ns,143,,2,2,0,,,,,
144,9,10,1090231,URMA_WRITE,7,0ns,144,,2,2,0,,,,,
145,9,11,1135426,URMA_WRITE,7,0ns,145,,2,2,0,,,,,
146,9,12,1198808,URMA_WRITE,5,0ns,146,26,2,3,1,0,1,2,,26
147,9,13,1051039,URMA_WRITE,3,0ns,147,148,2,3,1,2,3,0,148,
148,9,14,1143819,URMA_WRITE,3,0ns,148,142 58,2,3,1,1,3,0,142,58
149,9,15,1060319,URMA_WRITE,6,0ns,149,135 179,2,3,1,2,2,3,135,179
150,10,0,1167795,URMA_WRITE,3,0ns,150,,2,0,1,0,2,0,,
151,10,1,1093026,URMA_WRITE,5,0ns,151,153 196,2,0,1,1,0,2,153,196
152,10,2,1144308,URMA_WRITE,4,0ns,152,197,2,0,1,0,3,1,,197
153,10,3,1254030,URMA_WRITE,5,0ns,153,,2,0,1,0,0,2,,
154,10,4,1143661,URMA_WRITE,4,0ns,154,152 184,2,1,1,1,3,1,152,184
155,10,5,1124685,URMA_WRITE,3,0ns,155,150 19,2,1,1,1,2,0,150,19
156,10,6,1198379,URMA_WRITE,6,0ns,156,,2,1,1,0,1,3,,
157,10,7,1074030,URMA_WRITE,6,0ns,157,161,2,1,1,2,1,3,161,
158,10,8,1163742,URMA_WRITE,7,0ns,158,,2,2,0,,,,,
159,10,9,1102901,URMA_WRITE,7,0ns,159,,2,2,0,,,,,
160,10,11,1159712,URMA_WRITE,7,0ns,160,,2,2,0,,,,,
161,10,12,1103080,URMA_WRITE,6,0ns,161,156 131,2,3,1,1,1,3,156,131
162,10,13,1078360,URMA_WRITE,5,0ns,162,151 42,2,3,1,2,0,2,151,42
163,10,14,1064131,URMA_WRITE,4,0ns,163,154 73,2,3,1,2,3,1,154,73
164,10,15,1064883,URMA_WRITE,3,0ns,164,155 119,2,3,1,2,2,0,155,119
165,11,0,1063064,URMA_WRITE,3,0ns,165,167 150,2,0,1,2,1,0,167,150
166,11,1,1241807,URMA_WRITE,6,0ns,166,106,2,0,1,0,0,3,,106
167,11,2,1092791,URMA_WRITE,3,0ns,167,169 182,2,0,1,1,1,0,169,182
168,11,3,1204691,URMA_WRITE,5,0ns,168,153,2,0,1,0,3,2,,153
169,11,4,1226002,URMA_WRITE,3,0ns,169,,2,1,1,0,1,0,,
170,11,5,1087803,URMA_WRITE,6,0ns,170,166,2,1,1,1,0,3,166,
171,11,6,1207570,URMA_WRITE,4,0ns,171,20,2,1,1,0,2,1,,20
172,11,7,1059295,URMA_WRITE,4,0ns,172,176 36,2,1,1,2,2,1,176,36
173,11,8,1191766,URMA_WRITE,7,0ns,173,,2,2,0,,,,,
174,11,9,1177201,URMA_WRITE,7,0ns,174,,2,2,0,,,,,
175,11,10,1201318,URMA_WRITE,7,0ns,175,,2,2,0,,,,,
176,11,12,1113865,URMA_WRITE,4,0ns,176,171 41,2,3,1,1,2,1,171,41
177,11,13,1132837,URMA_WRITE,5,0ns,177,168,2,3,1,1,3,2,168,
178,11,14,1057901,URMA_WRITE,5,0ns,178,177 103,2,3,1,2,3,2,177,103
179,11,15,1080629,URMA_WRITE,6,0ns,179,170 44,2,3,1,2,0,3,170,44
180,12,0,1187313,URMA_WRITE,5,0ns,180,60,3,0,1,0,2,2,,60
181,12,1,1125359,URMA_WRITE,3,0ns,181,183 76,3,0,1,2,0,0,183,76
182,12,2,1251420,URMA_WRITE,3,0ns,182,,3,0,1,0,0,0,,
183,12,3,1155877,URMA_WRITE,3,0ns,183,182 198,3,0,1,1,0,0,182,198
184,12,4,1219392,URMA_WRITE,4,0ns,184,,3,1,1,0,1,1,,
185,12,5,1101073,URMA_WRITE,6,0ns,185,186 49,3,1,1,2,3,3,186,49
186,12,6,1173818,URMA_WRITE,6,0ns,186,191 5,3,1,1,1,3,3,191,5
187,12,7,1101469,URMA_WRITE,5,0ns,187,189,3,1,1,2,2,2,189,
188,12,8,1111978,URMA_WRITE,4,0ns,188,190 52,3,2,1,2,1,1,190,52
189,12,9,1163608,URMA_WRITE,5,0ns,189,180,3,2,1,1,2,2,180,
190,12,10,1156218,URMA_WRITE,4,0ns,190,184,3,2,1,1,1,1,184,
191,12,11,1177534,URMA_WRITE,6,0ns,191,55,3,2,1,0,3,3,,55
192,12,13,1058241,URMA_WRITE,7,0ns,192,,3,3,0,,,,,
193,12,14,1106001,URMA_WRITE,7,0ns,193,,3,3,0,,,,,
194,12,15,1158996,URMA_WRITE,7,0ns,194,,3,3,0,,,,,
195,13,0,1164837,URMA_WRITE,6,0ns,195,225,3,0,1,0,2,3,,225
196,13,1,1113741,URMA_WRITE,5,0ns,196,200,3,0,1,1,1,2,200,
197,13,2,1218297,URMA_WRITE,4,0ns,197,,3,0,1,0,0,1,,
198,13,3,1160730,URMA_WRITE,3,0ns,198,,3,0,1,0,3,0,,
199,13,4,1105125,URMA_WRITE,4,0ns,199,206 154,3,1,1,2,0,1,206,154
200,13,5,1179275,URMA_WRITE,5,0ns,200,34,3,1,1,0,1,2,,34
201,13,6,1097783,URMA_WRITE,5,0ns,201,196,3,1,1,2,1,2,196,
202,13,7,1056872,URMA_WRITE,3,0ns,202,204 51,3,1,1,2,3,0,204,51
203,13,8,1058224,URMA_WRITE,6,0ns,203,205 22,3,2,1,2,2,3,205,22
204,13,9,1115263,URMA_WRITE,3,0ns,204,198 113,3,2,1,1,3,0,198,113
205,13,10,1114999,URMA_WRITE,6,0ns,205,195 235,3,2,1,1,2,3,195,235
206,13,11,1112116,URMA_WRITE,4,0ns,206,197,3,2,1,1,0,1,197,
207,13,12,1186379,URMA_WRITE,7,0ns,207,,3,3,0,,,,,
208,13,14,1103119,URMA_WRITE,7,0ns,208,,3,3,0,,,,,
209,13,15,1251033,URMA_WRITE,7,0ns,209,,3,3,0,,,,,
210,14,0,1109253,URMA_WRITE,5,0ns,210,212 180,3,0,1,2,0,2,212,180
211,14,1,1157925,URMA_WRITE,4,0ns,211,136,3,0,1,0,3,1,,136
212,14,2,1117175,URMA_WRITE,5,0ns,212,221 62,3,0,1,1,0,2,221,62
213,14,3,1085722,URMA_WRITE,6,0ns,213,216 63,3,0,1,2,1,3,216,63
214,14,4,1133776,URMA_WRITE,3,0ns,214,217 33,3,1,1,1,2,0,217,33
215,14,5,1062017,URMA_WRITE,4,0ns,215,220 125,3,1,1,2,3,1,220,125
216,14,6,1131024,URMA_WRITE,6,0ns,216,219 35,3,1,1,1,1,3,219,35
217,14,7,1196777,URMA_WRITE,3,0ns,217,,3,1,1,0,2,0,,
218,14,8,1079209,URMA_WRITE,3,0ns,218,214 233,3,2,1,2,2,0,214,233
219,14,9,1197921,URMA_WRITE,6,0ns,219,,3,2,1,0,1,3,,
220,14,10,1154210,URMA_WRITE,4,0ns,220,211 190,3,2,1,1,3,1,211,190
221,14,11,1219747,URMA_WRITE,5,0ns,221,,3,2,1,0,0,2,,
222,14,12,1220011,URMA_WRITE,7,0ns,222,,3,3,0,,,,,
223,14,13,1255894,URMA_WRITE,7,0ns,223,,3,3,0,,,,,
224,14,15,1236625,URMA_WRITE,7,0ns,224,,3,3,0,,,,,
225,15,0,1243801,URMA_WRITE,6,0ns,225,,3,0,1,0,0,3,,
226,15,1,1059193,URMA_WRITE,5,0ns,226,230 151,3,0,1,2,3,2,230,151
227,15,2,1178150,URMA_WRITE,5,0ns,227,107,3,0,1,0,3,2,,107
228,15,3,1150149,URMA_WRITE,4,0ns,228,232 93,3,0,1,1,2,1,232,93
229,15,4,1072931,URMA_WRITE,4,0ns,229,228 199,3,1,1,2,2,1,228,199
230,15,5,1161326,URMA_WRITE,5,0ns,230,227 200,3,1,1,1,3,2,227,200
231,15,6,1103867,URMA_WRITE,6,0ns,231,235 216,3,1,1,2,0,3,235,216
232,15,7,1198602,URMA_WRITE,4,0ns,232,,3,1,1,0,2,1,,
233,15,8,1091949,URMA_WRITE,3,0ns,233,234 67,3,2,1,2,1,0,234,67
234,15,9,1136810,URMA_WRITE,3,0ns,234,236 98,3,2,1,1,1,0,236,98
235,15,10,1126224,URMA_WRITE,6,0ns,235,225 54,3,2,1,1,0,3,225,54
236,15,11,1220780,URMA_WRITE,3,0ns,236,,3,2,1,0,1,0,,
237,15,12,1172105,URMA_WRITE,7,0ns,237,,3,3,0,,,,,
238,15,13,1258161,URMA_WRITE,7,0ns,238,,3,3,0,,,,,
239,15,14,1217001,URMA_WRITE,7,0ns,239,,3,3,0,,,,,
