taskId,sourceNodeId,destNodeId,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
88,4,14,1355734,URMA_WRITE,7,0ns,88,8
89,4,15,1355734,URMA_WRITE,7,0ns,89,9
90,8,10,169467,URMA_WRITE,7,0ns,90,10
91,8,0,1355735,URMA_WRITE,7,0ns,91,11
92,8,1,1355735,URMA_WRITE,7,0ns,92,12
93,8,2,1355735,URMA_WRITE,7,0ns,93,13
94,8,3,1355735,URMA_WRITE,7,0ns,94,14
95,12,14,169467,URMA_WRITE,7,0ns,95,15
96,12,4,1355735,URMA_WRITE,7,0ns,96,16
97,12,5,1355735,URMA_WRITE,7,0ns,97,17
98,12,6,1355735,URMA_WRITE,7,0ns,98,18
99,12,7,1355734,URMA_WRITE,7,0ns,99,19
100,1,3,169467,URMA_WRITE,7,0ns,100,20
101,1,11,1355734,URMA_WRITE,7,0ns,101,21
102,1,8,1355735,URMA_WRITE,7,0ns,102,22
103,1,9,1355735,URMA_WRITE,7,0ns,103,23
104,1,10,1355735,URMA_WRITE,7,0ns,104,24
105,5,7,169467,URMA_WRITE,7,0ns,105,25
106,5,15,1355734,URMA_WRITE,7,0ns,106,26
107,5,12,1355734,URMA_WRITE,7,0ns,107,27
108,5,13,1355734,URMA_WRITE,7,0ns,108,28
109,5,14,1355734,URMA_WRITE,7,0ns,109,29
110,9,11,169467,URMA_WRITE,7,0ns,110,30
111,9,3,1355735,URMA_WRITE,7,0ns,111,31
112,9,0,1355735,URMA_WRITE,7,0ns,112,32
113,9,1,1355735,URMA_WRITE,7,0ns,113,33
114,9,2,1355735,URMA_WRITE,7,0ns,114,34
115,13,15,169467,URMA_WRITE,7,0ns,115,35
116,13,7,1355734,URMA_WRITE,7,0ns,116,36
117,13,4,1355735,URMA_WRITE,7,0ns,117,37
118,13,5,1355735,URMA_WRITE,7,0ns,118,38
119,13,6,1355735,URMA_WRITE,7,0ns,119,39
120,2,0,169467,URMA_WRITE,7,0ns,120,40
121,2,10,1355735,URMA_WRITE,7,0ns,121,41
122,2,11,1355734,URMA_WRITE,7,0ns,122,42
123,2,8,1355735,URMA_WRITE,7,0ns,123,43
124,2,9,1355735,URMA_WRITE,7,0ns,124,44
125,6,4,169467,URMA_WRITE,7,0ns,125,45
126,6,14,1355734,URMA_WRITE,7,0ns,126,46
127,6,15,1355734,URMA_WRITE,7,0ns,127,47
128,6,12,1355734,URMA_WRITE,7,0ns,128,48
129,6,13,1355734,URMA_WRITE,7,0ns,129,49
130,10,8,169467,URMA_WRITE,7,0ns,130,50
131,10,2,1355735,URMA_WRITE,7,0ns,131,51
132,10,3,1355735,URMA_WRITE,7,0ns,132,52
133,10,0,1355735,URMA_WRITE,7,0ns,133,53
134,10,1,1355735,URMA_WRITE,7,0ns,134,54
135,14,12,169467,URMA_WRITE,7,0ns,135,55
136,14,6,1355735,URMA_WRITE,7,0ns,136,56
137,14,7,1355734,URMA_WRITE,7,0ns,137,57
138,14,4,1355735,URMA_WRITE,7,0ns,138,58
139,14,5,1355735,URMA_WRITE,7,0ns,139,59
140,3,1,169467,URMA_WRITE,7,0ns,140,60
141,3,9,1355735,URMA_WRITE,7,0ns,141,61
142,3,10,1355735,URMA_WRITE,7,0ns,142,62
143,3,11,1355734,URMA_WRITE,7,0ns,143,63
144,3,8,1355735,URMA_WRITE,7,0ns,144,64
145,7,5,169467,URMA_WRITE,7,0ns,145,65
146,7,13,1355734,URMA_WRITE,7,0ns,146,66
147,7,14,1355734,URMA_WRITE,7,0ns,147,67
148,7,15,1355734,URMA_WRITE,7,0ns,148,68
149,7,12,1355734,URMA_WRITE,7,0ns,149,69
150,11,9,169467,URMA_WRITE,7,0ns,150,70
151,11,1,1355735,URMA_WRITE,7,0ns,151,71
152,11,2,1355735,URMA_WRITE,7,0ns,152,72
153,11,3,1355735,URMA_WRITE,7,0ns,153,73
154,11,0,1355735,URMA_WRITE,7,0ns,154,74
155,15,13,169467,URMA_WRITE,7,0ns,155,75
156,15,5,1355735,URMA_WRITE,7,0ns,156,76
157,15,6,1355735,URMA_WRITE,7,0ns,157,77
158,15,7,1355734,URMA_WRITE,7,0ns,158,78
159,15,4,1355735,URMA_WRITE,7,0ns,159,79
160,0,3,169467,URMA_WRITE,7,0ns,160,80
161,0,12,1355734,URMA_WRITE,7,0ns,161,81
162,0,13,1355734,URMA_WRITE,7,0ns,162,82
163,0,14,1355734,URMA_WRITE,7,0ns,163,83
164,0,15,1355734,URMA_WRITE,7,0ns,164,84
165,4,7,169467,URMA_WRITE,7,0ns,165,85
166,4,0,1355735,URMA_WRITE,7,0ns,166,86
167,4,1,1355735,URMA_WRITE,7,0ns,167,87
168,4,2,1355735,URMA_WRITE,7,0ns,168,88
169,4,3,1355735,URMA_WRITE,7,0ns,169,89
170,8,11,169467,URMA_WRITE,7,0ns,170,90
171,8,4,1355735,URMA_WRITE,7,0ns,171,91
172,8,5,1355735,URMA_WRITE,7,0ns,172,92
173,8,6,1355735,URMA_WRITE,7,0ns,173,93
174,8,7,1355734,URMA_WRITE,7,0ns,174,94
175,12,15,169467,URMA_WRITE,7,0ns,175,95
176,12,8,1355734,URMA_WRITE,7,0ns,176,96
177,12,9,1355734,URMA_WRITE,7,0ns,177,97
178,12,10,1355734,URMA_WRITE,7,0ns,178,98
179,12,11,1355734,URMA_WRITE,7,0ns,179,99
180,1,0,169467,URMA_WRITE,7,0ns,180,100
181,1,15,1355734,URMA_WRITE,7,0ns,181,101
182,1,12,1355734,URMA_WRITE,7,0ns,182,102
183,1,13,1355734,URMA_WRITE,7,0ns,183,103
184,1,14,1355734,URMA_WRITE,7,0ns,184,104
185,5,4,169467,URMA_WRITE,7,0ns,185,105
186,5,3,1355735,URMA_WRITE,7,0ns,186,106
187,5,0,1355735,URMA_WRITE,7,0ns,187,107
188,5,1,1355735,URMA_WRITE,7,0ns,188,108
189,5,2,1355735,URMA_WRITE,7,0ns,189,109
190,9,8,169467,URMA_WRITE,7,0ns,190,110
191,9,7,1355734,URMA_WRITE,7,0ns,191,111
192,9,4,1355735,URMA_WRITE,7,0ns,192,112
193,9,5,1355735,URMA_WRITE,7,0ns,193,113
194,9,6,1355735,URMA_WRITE,7,0ns,194,114
195,13,12,169467,URMA_WRITE,7,0ns,195,115
196,13,11,1355734,URMA_WRITE,7,0ns,196,116
197,13,8,1355734,URMA_WRITE,7,0ns,197,117
198,13,9,1355734,URMA_WRITE,7,0ns,198,118
199,13,10,1355734,URMA_WRITE,7,0ns,199,119
200,2,1,169467,URMA_WRITE,7,0ns,200,120
201,2,14,1355734,URMA_WRITE,7,0ns,201,121
202,2,15,1355734,URMA_WRITE,7,0ns,202,122
203,2,12,1355734,URMA_WRITE,7,0ns,203,123
204,2,13,1355734,URMA_WRITE,7,0ns,204,124
205,6,5,169467,URMA_WRITE,7,0ns,205,125
206,6,2,1355735,URMA_WRITE,7,0ns,206,126
207,6,3,1355735,URMA_WRITE,7,0ns,207,127
208,6,0,1355735,URMA_WRITE,7,0ns,208,128
209,6,1,1355735,URMA_WRITE,7,0ns,209,129
210,10,9,169467,URMA_WRITE,7,0ns,210,130
211,10,6,1355735,URMA_WRITE,7,0ns,211,131
212,10,7,1355734,URMA_WRITE,7,0ns,212,132
213,10,4,1355735,URMA_WRITE,7,0ns,213,133
214,10,5,1355735,URMA_WRITE,7,0ns,214,134
215,14,13,169467,URMA_WRITE,7,0ns,215,135
216,14,10,1355734,URMA_WRITE,7,0ns,216,136
217,14,11,1355734,URMA_WRITE,7,0ns,217,137
218,14,8,1355734,URMA_WRITE,7,0ns,218,138
219,14,9,1355734,URMA_WRITE,7,0ns,219,139
220,3,2,169467,URMA_WRITE,7,0ns,220,140
221,3,13,1355734,URMA_WRITE,7,0ns,221,141
222,3,14,1355734,URMA_WRITE,7,0ns,222,142
223,3,15,1355734,URMA_WRITE,7,0ns,223,143
224,3,12,1355734,URMA_WRITE,7,0ns,224,144
225,7,6,169467,URMA_WRITE,7,0ns,225,145
226,7,1,1355735,URMA_WRITE,7,0ns,226,146
227,7,2,1355735,URMA_WRITE,7,0ns,227,147
228,7,3,1355735,URMA_WRITE,7,0ns,228,148
229,7,0,1355735,URMA_WRITE,7,0ns,229,149
230,11,10,169467,URMA_WRITE,7,0ns,230,150
231,11,5,1355735,URMA_WRITE,7,0ns,231,151
232,11,6,1355735,URMA_WRITE,7,0ns,232,152
233,11,7,1355734,URMA_WRITE,7,0ns,233,153
234,11,4,1355735,URMA_WRITE,7,0ns,234,154
235,15,14,169467,URMA_WRITE,7,0ns,235,155
236,15,9,1355734,URMA_WRITE,7,0ns,236,156
237,15,10,1355734,URMA_WRITE,7,0ns,237,157
238,15,11,1355734,URMA_WRITE,7,0ns,238,158
239,15,8,1355734,URMA_WRITE,7,0ns,239,159
